date,hour,tag,tagNo,sex,FL,stage,month.year,month.yearID,month,diel,depth,tide,temp
5/6/2013,15,14808,1,Male,115,Immature,May-13,1,May,day,25.408,1.55,25.80166667
5/6/2013,16,14808,1,Male,115,Immature,May-13,1,May,day,27.41714286,1.94,25.76
5/10/2013,11,14808,1,Male,115,Immature,May-13,1,May,day,14.36666667,2.19,25.505
5/10/2013,12,14808,1,Male,115,Immature,May-13,1,May,day,25.58695652,1.62,25.64166667
5/10/2013,13,14808,1,Male,115,Immature,May-13,1,May,day,27.0568,1.21,25.7
5/12/2013,4,14808,1,Male,115,Immature,May-13,1,May,night,14.6,1.25,25.14166667
5/12/2013,5,14808,1,Male,115,Immature,May-13,1,May,night,10,2.02,25.105
5/16/2013,9,14808,1,Male,115,Immature,May-13,1,May,day,26,3.67,25.77333333
5/16/2013,10,14808,1,Male,115,Immature,May-13,1,May,day,26.225,3.62,25.88166667
5/16/2013,11,14808,1,Male,115,Immature,May-13,1,May,day,27.75636364,3.14,26.00166667
5/16/2013,12,14808,1,Male,115,Immature,May-13,1,May,day,26.08,2.43,26.12833333
5/16/2013,13,14808,1,Male,115,Immature,May-13,1,May,day,28.34875,1.69,26.14833333
5/16/2013,14,14808,1,Male,115,Immature,May-13,1,May,day,28.93222222,1.08,26.13
5/16/2013,15,14808,1,Male,115,Immature,May-13,1,May,day,26.57833333,0.78,26.01333333
5/18/2013,10,14808,1,Male,115,Immature,May-13,1,May,day,28.6525,3.5,25.30166667
5/18/2013,11,14808,1,Male,115,Immature,May-13,1,May,day,26.66772727,3.3,25.25166667
5/18/2013,12,14808,1,Male,115,Immature,May-13,1,May,day,26.38833333,2.75,25.30166667
5/18/2013,13,14808,1,Male,115,Immature,May-13,1,May,day,28.15185185,2.07,25.29
5/18/2013,14,14808,1,Male,115,Immature,May-13,1,May,day,27.64125,1.41,25.26666667
5/18/2013,15,14808,1,Male,115,Immature,May-13,1,May,day,26.566875,0.96,25.25333333
5/18/2013,16,14808,1,Male,115,Immature,May-13,1,May,day,26.39125,0.8,25.22333333
5/20/2013,6,14808,1,Male,115,Immature,May-13,1,May,day,27.23272727,1.32,24.95166667
5/20/2013,7,14808,1,Male,115,Immature,May-13,1,May,day,27.52631579,1.71,24.965
5/20/2013,8,14808,1,Male,115,Immature,May-13,1,May,day,26.56333333,2.27,25.02166667
5/20/2013,9,14808,1,Male,115,Immature,May-13,1,May,day,26.70428571,2.78,25.14666667
5/20/2013,10,14808,1,Male,115,Immature,May-13,1,May,day,25.65,3.11,25.31166667
5/20/2013,11,14808,1,Male,115,Immature,May-13,1,May,day,28.24,3.17,25.34166667
5/20/2013,12,14808,1,Male,115,Immature,May-13,1,May,day,27.48352941,2.9,25.33333333
5/20/2013,13,14808,1,Male,115,Immature,May-13,1,May,day,27.00533333,2.39,25.29833333
5/20/2013,14,14808,1,Male,115,Immature,May-13,1,May,day,27.09357143,1.82,25.21833333
5/20/2013,15,14808,1,Male,115,Immature,May-13,1,May,day,28.25272727,1.32,25.13833333
5/20/2013,16,14808,1,Male,115,Immature,May-13,1,May,day,28.26384615,1.02,25.11666667
5/20/2013,17,14808,1,Male,115,Immature,May-13,1,May,day,22.65875,0.95,25.12
5/20/2013,18,14808,1,Male,115,Immature,May-13,1,May,night,22.45,1.03,25.07833333
5/28/2013,11,14808,1,Male,115,Immature,May-13,1,May,day,25.065,1.42,24.48833333
5/28/2013,12,14808,1,Male,115,Immature,May-13,1,May,day,26.07481481,1.45,24.57833333
5/28/2013,13,14808,1,Male,115,Immature,May-13,1,May,day,26.5762069,1.65,24.58
5/28/2013,14,14808,1,Male,115,Immature,May-13,1,May,day,24.82333333,1.92,24.70666667
5/28/2013,15,14808,1,Male,115,Immature,May-13,1,May,day,26.36157895,2.17,24.71166667
5/28/2013,16,14808,1,Male,115,Immature,May-13,1,May,day,33.2,2.33,24.58333333
6/13/2013,9,14808,1,Male,115,Immature,Jun-13,2,Jun,day,25.7725,3.1,24.34
6/13/2013,18,14808,1,Male,115,Immature,Jun-13,2,Jun,night,3,1.79,24.34
6/17/2013,14,14808,1,Male,115,Immature,Jun-13,2,Jun,day,40.78,1.51,24.15666667
6/17/2013,17,14808,1,Male,115,Immature,Jun-13,2,Jun,day,34.56,1.34,24.29
7/3/2013,15,14808,1,Male,115,Immature,Jul-13,3,Jul,day,17.86571429,1.68,23.27833333
7/3/2013,16,14808,1,Male,115,Immature,Jul-13,3,Jul,day,17.9,2.12,23.23333333
7/9/2013,18,14808,1,Male,115,Immature,Jul-13,3,Jul,night,13.88,2.75,23.83333333
7/9/2013,19,14808,1,Male,115,Immature,Jul-13,3,Jul,night,21.83,3.29,23.80166667
7/17/2013,18,14808,1,Male,115,Immature,Jul-13,3,Jul,night,22.65571429,0.95,23.25666667
7/17/2013,19,14808,1,Male,115,Immature,Jul-13,3,Jul,night,9.998571429,1.4,23.245
7/19/2013,5,14808,1,Male,115,Immature,Jul-13,3,Jul,night,19.82647059,1.6,23.39166667
7/19/2013,19,14808,1,Male,115,Immature,Jul-13,3,Jul,night,26.076,1.16,23.47833333
7/21/2013,4,14808,1,Male,115,Immature,Jul-13,3,Jul,night,6.395555556,2.35,23.65
7/21/2013,5,14808,1,Male,115,Immature,Jul-13,3,Jul,night,14.291,2.1,23.64166667
7/23/2013,9,14808,1,Male,115,Immature,Jul-13,3,Jul,day,26.20058824,1.5,23.70666667
7/23/2013,10,14808,1,Male,115,Immature,Jul-13,3,Jul,day,27.4944,1.48,23.79
7/23/2013,19,14808,1,Male,115,Immature,Jul-13,3,Jul,night,5.46,1.54,23.675
7/31/2013,3,14808,1,Male,115,Immature,Jul-13,3,Jul,night,20.01,1.96,23.05166667
7/31/2013,18,14808,1,Male,115,Immature,Jul-13,3,Jul,night,12.53166667,2.82,23.03666667
7/31/2013,19,14808,1,Male,115,Immature,Jul-13,3,Jul,night,14.39875,2.9,23.02833333
8/2/2013,5,14808,1,Male,115,Immature,Aug-13,4,Aug,night,20.38,2.72,22.86
8/2/2013,19,14808,1,Male,115,Immature,Aug-13,4,Aug,night,8.85,3.01,22.85166667
8/4/2013,19,14808,1,Male,115,Immature,Aug-13,4,Aug,night,7.58,3,23.13833333
8/10/2013,0,14808,1,Male,115,Immature,Aug-13,4,Aug,night,16.755,2.08,23.40166667
8/10/2013,1,14808,1,Male,115,Immature,Aug-13,4,Aug,night,5.15,1.67,23.37
8/10/2013,2,14808,1,Male,115,Immature,Aug-13,4,Aug,night,12.55,1.44,23.34333333
8/10/2013,9,14808,1,Male,115,Immature,Aug-13,4,Aug,day,26.43058824,2.75,23.49833333
8/10/2013,10,14808,1,Male,115,Immature,Aug-13,4,Aug,day,27.62875,2.53,23.59833333
8/10/2013,12,14808,1,Male,115,Immature,Aug-13,4,Aug,day,28.35,1.68,23.73666667
8/10/2013,13,14808,1,Male,115,Immature,Aug-13,4,Aug,day,24.43529412,1.27,23.84333333
8/10/2013,17,14808,1,Male,115,Immature,Aug-13,4,Aug,day,10.9,1.46,23.51333333
8/10/2013,18,14808,1,Male,115,Immature,Aug-13,4,Aug,night,21.43833333,1.96,23.45166667
8/14/2013,18,14808,1,Male,115,Immature,Aug-13,4,Aug,night,27.135,1.61,23.86166667
8/22/2013,14,14808,1,Male,115,Immature,Aug-13,4,Aug,day,24.3325,1.77,24.41833333
8/22/2013,15,14808,1,Male,115,Immature,Aug-13,4,Aug,day,26.02461538,1.75,24.41
8/22/2013,16,14808,1,Male,115,Immature,Aug-13,4,Aug,day,39.42,1.73,24.30666667
8/30/2013,0,14808,1,Male,115,Immature,Aug-13,4,Aug,night,3.64,1.39,24.07
8/30/2013,7,14808,1,Male,115,Immature,Aug-13,4,Aug,day,31.10666667,2.82,23.93
8/30/2013,8,14808,1,Male,115,Immature,Aug-13,4,Aug,day,26.62,2.42,24.14
8/30/2013,11,14808,1,Male,115,Immature,Aug-13,4,Aug,day,24.05416667,1.22,24.51333333
8/30/2013,12,14808,1,Male,115,Immature,Aug-13,4,Aug,day,29.105,1.04,24.40833333
8/30/2013,14,14808,1,Male,115,Immature,Aug-13,4,Aug,day,27.89,1.42,24.25
8/30/2013,16,14808,1,Male,115,Immature,Aug-13,4,Aug,day,32.44,2.29,24.06166667
9/11/2013,18,14808,1,Male,115,Immature,Sep-13,5,Sep,night,17.6625,1.24,24.22
9/15/2013,0,14808,1,Male,115,Immature,Sep-13,5,Sep,night,13.25545455,3.45,24.53833333
9/15/2013,1,14808,1,Male,115,Immature,Sep-13,5,Sep,night,7.444444444,3.07,24.54166667
9/15/2013,3,14808,1,Male,115,Immature,Sep-13,5,Sep,night,7.145454545,2.1,24.55166667
9/15/2013,4,14808,1,Male,115,Immature,Sep-13,5,Sep,night,7.69,1.75,24.53333333
9/15/2013,7,14808,1,Male,115,Immature,Sep-13,5,Sep,day,39.11,1.35,24.48
9/15/2013,8,14808,1,Male,115,Immature,Sep-13,5,Sep,day,34.26,1.65,24.54166667
9/15/2013,11,14808,1,Male,115,Immature,Sep-13,5,Sep,day,32.9,2.51,25.11666667
9/15/2013,15,14808,1,Male,115,Immature,Sep-13,5,Sep,day,43.96,1.28,24.79
9/15/2013,16,14808,1,Male,115,Immature,Sep-13,5,Sep,day,40.625,0.98,24.70666667
9/15/2013,17,14808,1,Male,115,Immature,Sep-13,5,Sep,day,27.51,0.85,24.62333333
9/15/2013,18,14808,1,Male,115,Immature,Sep-13,5,Sep,night,9.3225,0.87,24.58
9/15/2013,19,14808,1,Male,115,Immature,Sep-13,5,Sep,night,11.11555556,1.1,24.615
9/15/2013,22,14808,1,Male,115,Immature,Sep-13,5,Sep,night,9.53,2.71,24.58666667
9/15/2013,23,14808,1,Male,115,Immature,Sep-13,5,Sep,night,1.8075,3.14,24.55333333
9/17/2013,0,14808,1,Male,115,Immature,Sep-13,5,Sep,night,5.46,3.34,24.73333333
9/17/2013,1,14808,1,Male,115,Immature,Sep-13,5,Sep,night,3.64,3.25,24.715
9/17/2013,2,14808,1,Male,115,Immature,Sep-13,5,Sep,night,3.84,2.98,24.70333333
9/17/2013,11,14808,1,Male,115,Immature,Sep-13,5,Sep,day,31.06,2.11,25.07833333
9/17/2013,14,14808,1,Male,115,Immature,Sep-13,5,Sep,day,41.465,2.08,25.31833333
9/19/2013,16,14808,1,Male,115,Immature,Sep-13,5,Sep,day,24.03928571,1.95,25.22333333
9/25/2013,0,14808,1,Male,115,Immature,Sep-13,5,Sep,night,4.55,1.48,25.09666667
9/25/2013,2,14808,1,Male,115,Immature,Sep-13,5,Sep,night,6.764444444,2.12,25.06666667
9/25/2013,3,14808,1,Male,115,Immature,Sep-13,5,Sep,night,4.695,2.51,25.025
9/25/2013,4,14808,1,Male,115,Immature,Sep-13,5,Sep,night,8.008,2.8,24.985
9/25/2013,7,14808,1,Male,115,Immature,Sep-13,5,Sep,day,25.47,2.66,24.95166667
9/25/2013,8,14808,1,Male,115,Immature,Sep-13,5,Sep,day,25.21666667,2.3,25.06333333
10/7/2013,1,14808,1,Male,115,Immature,Oct-13,6,Oct,night,9.51125,1.76,25.41666667
10/7/2013,3,14808,1,Male,115,Immature,Oct-13,6,Oct,night,7.628333333,1.48,25.32
10/7/2013,4,14808,1,Male,115,Immature,Oct-13,6,Oct,night,8.21,1.56,25.35833333
10/9/2013,8,14808,1,Male,115,Immature,Oct-13,6,Oct,day,24.89,2.4,25.935
10/9/2013,9,14808,1,Male,115,Immature,Oct-13,6,Oct,day,25.16666667,2.38,25.98166667
10/11/2013,9,14808,1,Male,115,Immature,Oct-13,6,Oct,day,25.97333333,2.32,25.855
10/15/2013,17,14808,1,Male,115,Immature,Oct-13,6,Oct,day,39.11,1.24,26.21666667
10/23/2013,9,14808,1,Male,115,Immature,Oct-13,6,Oct,day,26.016,1.49,26.11166667
10/23/2013,10,14808,1,Male,115,Immature,Oct-13,6,Oct,day,24.7125,1.37,26.15166667
11/18/2013,23,14808,1,Male,115,Immature,Nov-13,7,Nov,night,23.472,1.82,27.08833333
11/20/2013,0,14808,1,Male,115,Immature,Nov-13,7,Nov,night,8.143333333,2.1,27.03166667
11/24/2013,18,14808,1,Male,115,Immature,Nov-13,7,Nov,night,24.66,2.66,27.315
11/28/2013,3,14808,1,Male,115,Immature,Nov-13,7,Nov,night,13.2475,1.65,27.53833333
12/6/2013,0,14808,1,Male,115,Immature,Dec-13,8,Dec,night,7.88,2.24,27.41166667
12/6/2013,19,14808,1,Male,115,Immature,Dec-13,8,Dec,night,19.20833333,2.41,27.73166667
12/14/2013,17,14808,1,Male,115,Immature,Dec-13,8,Dec,day,24.25666667,1.14,28.01833333
12/14/2013,19,14808,1,Male,115,Immature,Dec-13,8,Dec,night,7.766666667,1.43,28.04166667
12/14/2013,20,14808,1,Male,115,Immature,Dec-13,8,Dec,night,12.58,1.79,27.98333333
12/24/2013,4,14808,1,Male,115,Immature,Dec-13,8,Dec,night,19.115,2.63,27.215
12/24/2013,20,14808,1,Male,115,Immature,Dec-13,8,Dec,night,3.64,2.26,27.77
12/30/2013,14,14808,1,Male,115,Immature,Dec-13,8,Dec,day,25.165,0.43,28.64333333
1/7/2014,13,14808,1,Male,115,Immature,Jan-14,9,Jan,day,26.38,1.44,28.99333333
1/7/2014,14,14808,1,Male,115,Immature,Jan-14,9,Jan,day,27.08666667,0.86,29.01833333
1/19/2014,17,14808,1,Male,115,Immature,Jan-14,9,Jan,day,21.894,2.38,28.49333333
1/21/2014,10,14808,1,Male,115,Immature,Jan-14,9,Jan,day,27.20454545,1.29,28.81833333
1/21/2014,11,14808,1,Male,115,Immature,Jan-14,9,Jan,day,34.87,1.11,28.825
1/21/2014,17,14808,1,Male,115,Immature,Jan-14,9,Jan,day,24.86333333,2.48,28.75166667
2/2/2014,17,14808,1,Male,115,Immature,Feb-14,10,Feb,day,24.26,1.43,28.25666667
2/2/2014,19,14808,1,Male,115,Immature,Feb-14,10,Feb,night,20.21,2.62,28.39666667
2/4/2014,12,14808,1,Male,115,Immature,Feb-14,10,Feb,day,26.73636364,1.45,28.01333333
2/4/2014,13,14808,1,Male,115,Immature,Feb-14,10,Feb,day,26.48714286,1.04,28.07833333
2/4/2014,14,14808,1,Male,115,Immature,Feb-14,10,Feb,day,25.31416667,0.76,28.14833333
2/10/2014,17,14808,1,Male,115,Immature,Feb-14,10,Feb,day,24.56,1.01,28.40666667
2/12/2014,12,14808,1,Male,115,Immature,Feb-14,10,Feb,day,29.41,2.31,28.32
2/12/2014,13,14808,1,Male,115,Immature,Feb-14,10,Feb,day,26.51933333,2.13,28.34166667
2/12/2014,14,14808,1,Male,115,Immature,Feb-14,10,Feb,day,26.0775,1.85,28.32166667
2/14/2014,8,14808,1,Male,115,Immature,Feb-14,10,Feb,day,25.47,1.29,28.01833333
2/16/2014,4,14808,1,Male,115,Immature,Feb-14,10,Feb,night,5.15,1.98,28.38166667
2/16/2014,7,14808,1,Male,115,Immature,Feb-14,10,Feb,day,31.57714286,1.3,28.35333333
2/16/2014,8,14808,1,Male,115,Immature,Feb-14,10,Feb,day,27.66153846,1.19,28.34166667
2/16/2014,9,14808,1,Male,115,Immature,Feb-14,10,Feb,day,32.6625,1.22,28.39
2/16/2014,10,14808,1,Male,115,Immature,Feb-14,10,Feb,day,32.8975,1.39,28.52
2/16/2014,19,14808,1,Male,115,Immature,Feb-14,10,Feb,night,10,1.77,28.45
2/18/2014,9,14808,1,Male,115,Immature,Feb-14,10,Feb,day,23.495,1.1,28.375
2/18/2014,10,14808,1,Male,115,Immature,Feb-14,10,Feb,day,26.27666667,1.09,28.37333333
2/18/2014,13,14808,1,Male,115,Immature,Feb-14,10,Feb,day,25.168,1.87,28.385
2/18/2014,14,14808,1,Male,115,Immature,Feb-14,10,Feb,day,25.47,2.17,28.43333333
2/18/2014,18,14808,1,Male,115,Immature,Feb-14,10,Feb,night,24.56,2.34,28.38833333
3/18/2014,15,14808,1,Male,115,Immature,Mar-14,11,Mar,day,28.8,2.15,27.93166667
3/18/2014,18,14808,1,Male,115,Immature,Mar-14,11,Mar,night,7.28,2.34,27.735
3/24/2014,10,14808,1,Male,115,Immature,Mar-14,11,Mar,day,26.08,1.43,27.55166667
3/24/2014,11,14808,1,Male,115,Immature,Mar-14,11,Mar,day,25.84111111,1.17,27.51666667
3/24/2014,12,14808,1,Male,115,Immature,Mar-14,11,Mar,day,26.32181818,1,27.55333333
3/24/2014,16,14808,1,Male,115,Immature,Mar-14,11,Mar,day,36.99,2.06,27.56833333
3/26/2014,4,14808,1,Male,115,Immature,Mar-14,11,Mar,night,11.95,1.72,27.25333333
3/26/2014,5,14808,1,Male,115,Immature,Mar-14,11,Mar,night,21.963125,2,27.245
3/26/2014,11,14808,1,Male,115,Immature,Mar-14,11,Mar,day,20.92,1.2,27.07
3/26/2014,15,14808,1,Male,115,Immature,Mar-14,11,Mar,day,28.80142857,1.34,27.225
3/28/2014,8,14808,1,Male,115,Immature,Mar-14,11,Mar,day,27.8345,2.25,27.27333333
3/28/2014,9,14808,1,Male,115,Immature,Mar-14,11,Mar,day,29.41,2.01,27.355
4/1/2014,14,14808,1,Male,115,Immature,Apr-14,12,Apr,day,24.635,0.62,27.98
4/1/2014,15,14808,1,Male,115,Immature,Apr-14,12,Apr,day,27.08666667,0.71,27.965
4/1/2014,16,14808,1,Male,115,Immature,Apr-14,12,Apr,day,25.72166667,1.07,27.81166667
4/17/2014,8,14808,1,Male,115,Immature,Apr-14,12,Apr,day,27.28666667,1.18,27.355
4/17/2014,9,14808,1,Male,115,Immature,Apr-14,12,Apr,day,36.08333333,1.09,27.37666667
4/19/2014,10,14808,1,Male,115,Immature,Apr-14,12,Apr,day,21.65,0.97,27.42
4/23/2014,9,14808,1,Male,115,Immature,Apr-14,12,Apr,day,27.38833333,1.62,27.095
4/23/2014,10,14808,1,Male,115,Immature,Apr-14,12,Apr,day,23.95,1.15,27.18
4/27/2014,10,14808,1,Male,115,Immature,Apr-14,12,Apr,day,27.50357143,1.84,27.22333333
4/27/2014,11,14808,1,Male,115,Immature,Apr-14,12,Apr,day,26.833125,1.22,27.49833333
4/27/2014,12,14808,1,Male,115,Immature,Apr-14,12,Apr,day,28.345,0.71,27.65166667
4/27/2014,13,14808,1,Male,115,Immature,Apr-14,12,Apr,day,26.785,0.44,27.475
4/29/2014,9,14808,1,Male,115,Immature,Apr-14,12,Apr,day,28.2725,2.74,26.865
5/2/2013,0,14811,2,Female,138,Immature,May-13,1,May,night,12.7,1.45,26.12166667
5/2/2013,1,14811,2,Female,138,Immature,May-13,1,May,night,21.22,1.57,26.085
5/2/2013,3,14811,2,Female,138,Immature,May-13,1,May,night,9.708333333,2.15,26.12333333
5/2/2013,19,14811,2,Female,138,Immature,May-13,1,May,night,6.06,2.28,26.16
5/2/2013,23,14811,2,Female,138,Immature,May-13,1,May,night,29.41,1.4,26.11833333
5/4/2013,0,14811,2,Female,138,Immature,May-13,1,May,night,30.62,1.27,26.12333333
5/4/2013,1,14811,2,Female,138,Immature,May-13,1,May,night,35.17,1.31,26.12
5/4/2013,4,14811,2,Female,138,Immature,May-13,1,May,night,13.9,2.4,26.05333333
5/8/2013,2,14811,2,Female,138,Immature,May-13,1,May,night,25.77,1,25.62
5/8/2013,4,14811,2,Female,138,Immature,May-13,1,May,night,8.086666667,2,25.57833333
5/8/2013,5,14811,2,Female,138,Immature,May-13,1,May,night,12.1325,2.64,25.55666667
5/8/2013,19,14811,2,Female,138,Immature,May-13,1,May,night,10.35166667,2.86,25.67833333
5/8/2013,20,14811,2,Female,138,Immature,May-13,1,May,night,3.3,2.81,25.69666667
5/10/2013,1,14811,2,Female,138,Immature,May-13,1,May,night,11.2,0.78,25.415
5/10/2013,5,14811,2,Female,138,Immature,May-13,1,May,night,15.76,2.4,25.33166667
5/14/2013,3,14811,2,Female,138,Immature,May-13,1,May,night,30.02,0.61,25.24
5/14/2013,4,14811,2,Female,138,Immature,May-13,1,May,night,8.34,0.9,25.23833333
5/18/2013,19,14811,2,Female,138,Immature,May-13,1,May,night,10.82666667,1.76,25.16333333
5/18/2013,21,14811,2,Female,138,Immature,May-13,1,May,night,5.76,2.97,25.14666667
6/7/2013,3,14811,2,Female,138,Immature,Jun-13,2,Jun,night,21.83,1.05,24.18666667
6/7/2013,5,14811,2,Female,138,Immature,Jun-13,2,Jun,night,3.64,2.28,24.11166667
6/7/2013,22,14811,2,Female,138,Immature,Jun-13,2,Jun,night,29.845,2.57,24.15166667
6/15/2013,2,14811,2,Female,138,Immature,Jun-13,2,Jun,night,15.708,1.47,24.375
6/15/2013,21,14811,2,Female,138,Immature,Jun-13,2,Jun,night,18.19,2.84,24.08833333
6/15/2013,22,14811,2,Female,138,Immature,Jun-13,2,Jun,night,32.59,2.96,24.11833333
6/15/2013,23,14811,2,Female,138,Immature,Jun-13,2,Jun,night,28.5,2.86,24.07666667
6/19/2013,19,14811,2,Female,138,Immature,Jun-13,2,Jun,night,15.8,1.77,24.19666667
6/21/2013,2,14811,2,Female,138,Immature,Jun-13,2,Jun,night,6.21,2.23,23.89166667
6/21/2013,4,14811,2,Female,138,Immature,Jun-13,2,Jun,night,18.96,1.97,23.885
6/29/2013,19,14811,2,Female,138,Immature,Jun-13,2,Jun,night,19.705,2.18,23.73
7/1/2013,18,14811,2,Female,138,Immature,Jul-13,3,Jul,night,12.86,2.45,23.34166667
7/3/2013,0,14811,2,Female,138,Immature,Jul-13,3,Jul,night,15.2,1.24,23.27666667
7/3/2013,1,14811,2,Female,138,Immature,Jul-13,3,Jul,night,33.05,1.31,23.22
7/3/2013,4,14811,2,Female,138,Immature,Jul-13,3,Jul,night,15.65333333,2.61,23.15833333
7/3/2013,20,14811,2,Female,138,Immature,Jul-13,3,Jul,night,24.105,2.47,23.29666667
7/5/2013,1,14811,2,Female,138,Immature,Jul-13,3,Jul,night,11.8,1.05,23.42
7/5/2013,2,14811,2,Female,138,Immature,Jul-13,3,Jul,night,16.7,1.28,23.40166667
7/5/2013,3,14811,2,Female,138,Immature,Jul-13,3,Jul,night,25.47,1.79,23.37333333
7/5/2013,19,14811,2,Female,138,Immature,Jul-13,3,Jul,night,10.6,2.98,23.50333333
7/7/2013,3,14811,2,Female,138,Immature,Jul-13,3,Jul,night,19.905,1.39,23.67333333
7/7/2013,4,14811,2,Female,138,Immature,Jul-13,3,Jul,night,23.65,2.08,23.66166667
7/7/2013,6,14811,2,Female,138,Immature,Jul-13,3,Jul,day,8.49,3.33,23.63833333
7/7/2013,19,14811,2,Female,138,Immature,Jul-13,3,Jul,night,5.45,3.23,23.695
7/9/2013,1,14811,2,Female,138,Immature,Jul-13,3,Jul,night,11.5,0.83,23.84833333
7/9/2013,2,14811,2,Female,138,Immature,Jul-13,3,Jul,night,15.46,0.76,23.79
7/9/2013,18,14811,2,Female,138,Immature,Jul-13,3,Jul,night,4.85,2.75,23.83333333
7/9/2013,19,14811,2,Female,138,Immature,Jul-13,3,Jul,night,9.094285714,3.29,23.80166667
7/9/2013,20,14811,2,Female,138,Immature,Jul-13,3,Jul,night,21.22,3.5,23.815
7/11/2013,3,14811,2,Female,138,Immature,Jul-13,3,Jul,night,13.35,0.78,23.64
7/11/2013,19,14811,2,Female,138,Immature,Jul-13,3,Jul,night,19.71,3.06,23.74
7/11/2013,20,14811,2,Female,138,Immature,Jul-13,3,Jul,night,15.2,3.53,23.72166667
7/13/2013,4,14811,2,Female,138,Immature,Jul-13,3,Jul,night,20.31,0.91,23.34833333
7/13/2013,5,14811,2,Female,138,Immature,Jul-13,3,Jul,night,10.45,1.39,23.32166667
7/15/2013,0,14811,2,Female,138,Immature,Jul-13,3,Jul,night,24.559,2.61,23.22
7/15/2013,2,14811,2,Female,138,Immature,Jul-13,3,Jul,night,9.7,1.36,23.21666667
7/15/2013,19,14811,2,Female,138,Immature,Jul-13,3,Jul,night,1.5,1.93,23.22
7/15/2013,20,14811,2,Female,138,Immature,Jul-13,3,Jul,night,34.87,2.68,23.22
7/15/2013,21,14811,2,Female,138,Immature,Jul-13,3,Jul,night,29.25,3.26,23.21333333
7/15/2013,22,14811,2,Female,138,Immature,Jul-13,3,Jul,night,30.11666667,3.56,23.17666667
7/17/2013,22,14811,2,Female,138,Immature,Jul-13,3,Jul,night,4.075,3.13,23.28
7/19/2013,3,14811,2,Female,138,Immature,Jul-13,3,Jul,night,18.7975,2.11,23.4
7/21/2013,2,14811,2,Female,138,Immature,Jul-13,3,Jul,night,26.68,2.93,23.705
7/21/2013,3,14811,2,Female,138,Immature,Jul-13,3,Jul,night,7.125,2.64,23.67333333
7/21/2013,4,14811,2,Female,138,Immature,Jul-13,3,Jul,night,8.49,2.35,23.65
7/23/2013,5,14811,2,Female,138,Immature,Jul-13,3,Jul,night,19.27,2.6,23.715
7/23/2013,19,14811,2,Female,138,Immature,Jul-13,3,Jul,night,15.5,1.54,23.675
7/23/2013,21,14811,2,Female,138,Immature,Jul-13,3,Jul,night,19.71,1.37,23.56333333
7/23/2013,23,14811,2,Female,138,Immature,Jul-13,3,Jul,night,33.66,1.71,23.58
7/25/2013,4,14811,2,Female,138,Immature,Jul-13,3,Jul,night,8.79,3.06,23.02166667
7/25/2013,6,14811,2,Female,138,Immature,Jul-13,3,Jul,day,11.2,2.78,22.91833333
7/25/2013,18,14811,2,Female,138,Immature,Jul-13,3,Jul,night,7.58,2.15,22.94
7/25/2013,19,14811,2,Female,138,Immature,Jul-13,3,Jul,night,22.13,1.93,22.90666667
7/27/2013,3,14811,2,Female,138,Immature,Jul-13,3,Jul,night,10.9,2.74,23.11333333
7/27/2013,19,14811,2,Female,138,Immature,Jul-13,3,Jul,night,21.22333333,2.33,23.22333333
7/27/2013,20,14811,2,Female,138,Immature,Jul-13,3,Jul,night,21.27285714,2.04,23.22
7/27/2013,21,14811,2,Female,138,Immature,Jul-13,3,Jul,night,5.46,1.73,23.215
7/27/2013,22,14811,2,Female,138,Immature,Jul-13,3,Jul,night,19.565,1.46,23.20166667
7/27/2013,23,14811,2,Female,138,Immature,Jul-13,3,Jul,night,8.49,1.26,23.20833333
7/29/2013,19,14811,2,Female,138,Immature,Jul-13,3,Jul,night,11.5,2.67,23.13166667
7/31/2013,0,14811,2,Female,138,Immature,Jul-13,3,Jul,night,7.725,1.17,23.09833333
7/31/2013,3,14811,2,Female,138,Immature,Jul-13,3,Jul,night,15.8,1.96,23.05166667
7/31/2013,20,14811,2,Female,138,Immature,Jul-13,3,Jul,night,21.07,2.72,22.95333333
8/2/2013,0,14811,2,Female,138,Immature,Aug-13,4,Aug,night,12.82666667,1.26,22.80666667
8/2/2013,1,14811,2,Female,138,Immature,Aug-13,4,Aug,night,11.2,1.12,22.80666667
8/2/2013,2,14811,2,Female,138,Immature,Aug-13,4,Aug,night,13.6,1.22,22.805
8/2/2013,3,14811,2,Female,138,Immature,Aug-13,4,Aug,night,10.6,1.61,22.84833333
8/2/2013,5,14811,2,Female,138,Immature,Aug-13,4,Aug,night,10.485,2.72,22.86
8/2/2013,20,14811,2,Female,138,Immature,Aug-13,4,Aug,night,23.5,2.96,22.81666667
8/4/2013,4,14811,2,Female,138,Immature,Aug-13,4,Aug,night,11.32,1.86,22.965
8/4/2013,5,14811,2,Female,138,Immature,Aug-13,4,Aug,night,17.9,2.44,22.93166667
8/4/2013,20,14811,2,Female,138,Immature,Aug-13,4,Aug,night,7.43125,3.11,23.15666667
8/6/2013,4,14811,2,Female,138,Immature,Aug-13,4,Aug,night,6.67,1.65,23.03833333
8/8/2013,5,14811,2,Female,138,Immature,Aug-13,4,Aug,night,4.55,1.94,23.18166667
8/8/2013,19,14811,2,Female,138,Immature,Aug-13,4,Aug,night,2.43,2.72,23.415
8/8/2013,20,14811,2,Female,138,Immature,Aug-13,4,Aug,night,10.3,3.06,23.42833333
